url,label,source,backlinks,refpages,pages,valid_pages,text,image,nofollow,ugc,sponsored,dofollow,redirect,canonical,gov,edu,rss,alternate,html_pages,links_internal,links_external,refdomains,refclass_c,refips,linked_root_domains
euromaidanpress.com,5,MBFC,380928,188465,57335,57333,368699,150906,30138,2302,1,338533,158,5,78,1015,31,0,25970,2053344,275777,10118,4574,6950,5881
euronews.com,5,MBFC,37534035,10248959,1906178,1905878,36780962,1722037,1710276,30672,505,35069632,216616,247260,7893,1006090,20636,743,1532304,171165201,33058291,279502,44203,101360,48214
europereloaded.com,3,MBFC,482754,265362,39016,39013,482713,534,56815,7037,0,425863,28,0,0,60,1,0,37855,1208522,520301,2917,1618,2202,9205
eutimes.net,4,MBFC,184801,134615,0,0,183740,14075,15289,1904,1,168268,779,0,0,51,46,3,0,0,0,7366,3446,4851,0
everycrsreport.com,6,MBFC,97836,79503,0,0,97724,13901,24261,550,1,73410,61,0,314,1792,51,0,0,0,0,15971,5305,8874,0
everydayfeminism.com,4,MBFC,336178,175789,33309,33307,335403,30947,43253,6634,15,290226,195,4,38,4862,356,2,29613,827932,218260,18888,6547,11049,7154
everytown.org,3,MBFC-Q,590550,251442,30049,30049,589233,251755,237114,1388,29,352034,1102,115,221,1418,11,0,26239,299761,181311,13803,5764,9855,1451
evil.news,3,MBFC-Q,222997,174580,54998,54917,222992,25609,53994,96,0,168956,5,0,0,0,0,0,28900,1498844,431507,1091,679,1255,4104
evolutionnews.org,3,MBFC,1927975,271785,143667,143655,1925660,23253,151339,83763,58,1772844,208,112,0,2172,173,1760,75738,4500539,1200879,7561,3717,5485,4571
evonomics.com,5,MBFC,291954,162023,1689,1687,291636,6029,13569,1019,0,278049,106,0,0,467,118,9,1023,35572,15599,3819,2355,3157,1002
ew.com,5,MBFC,19219236,8275769,866598,866567,19151703,543209,4006961,95333,587,15138082,14100,50433,415,75265,2299,10,319480,27841842,10455632,150048,36267,102725,19921
ewg.org,4,MBFC,6322005,1600987,2708365,2708264,6303103,283344,314857,12272,1484,5987183,4279,5191,1185,27053,251,480,2463810,233949353,12321867,95279,23546,49432,2307
express.co.uk,4,MBFC,33602068,17244962,5004022,5004011,32721201,6287401,4732719,144223,5731,27984356,224370,484935,2046,76072,11169,8370,1852499,270552953,19469849,576201,51607,134021,34533
expressen.se,5,MBFC,15039925,5919796,9975747,9975231,14901517,1076852,1281054,50741,5899,13610862,79640,36601,44,38033,603,844,4010123,376085884,19701107,78901,16585,38988,29243
extranewsfeed.com,5,MBFC,168686,93375,1337,1337,167334,135994,10758,992,8,156345,616,17,16,107,701,12,0,18,1319,3527,2264,3154,1
fabiosa.com,4,MBFC,16171,15361,2753,2753,14436,711,6098,30,45,8291,1684,51,0,18,0,0,1681,74657,13058,2205,1469,2118,502
facebook.com/conservativepoliticstoday,3,MBFC-Q,1.06831E+11,85647056424,6597,6596,1.06483E+11,26674002012,10900691069,51395093,9804776,95564669819,169386948,1893724,1645558389,3330718386,470125,2214374,2801,154611,4284,55494866,760318,6537076,33
facebook.com/news,5,MBFC,1.06831E+11,85647056424,6597,6596,1.06483E+11,26674002012,10900691069,51395093,9804776,95564669819,169386948,1893724,1645558389,3330718386,470125,2214374,2801,154611,4284,55494866,760318,6537076,33
facebook.com/womensrightsnews,3,MBFC-Q,1.06831E+11,85647056424,6597,6596,1.06483E+11,26674002012,10900691069,51395093,9804776,95564669819,169386948,1893724,1645558389,3330718386,470125,2214374,2801,154611,4284,55494866,760318,6537076,33
factcheck.org,5,MBFC,4621946,2404772,26882,26877,4614781,75706,347638,42625,200,4266654,1947,3854,300,73620,336,31,18034,885554,394538,51515,17176,33768,8599
factcheckingturkey.com,3,MBFC-Q,30266,26781,23789,23788,30266,30023,68,10,0,30198,0,0,0,0,0,0,23451,2012623,355350,142,116,139,371
factmyth.com,5,MBFC,20024,14026,1894,1894,19984,6694,5839,332,0,14093,5,0,0,68,18,0,1722,105833,25821,4543,1679,2249,2091
factsandlogic.org,4,MBFC,391545,199051,3825,3824,391519,610,779,41,0,390740,24,0,0,11,1,0,3075,46421,15655,762,470,560,225
fair.org,5,MBFC,3754128,1904478,5,4,3752211,25738,97696,3657,79,3654225,508,6,26,6497,346,22,2,83,63,24298,9485,15595,30
fairborndailyherald.com,5,MBFC,12509,9147,160,160,12481,327,4084,8,0,8397,8,0,9,153,0,0,7,1461,236,1018,767,926,12
fairobserver.com,5,MBFC,414903,269682,29256,29200,413971,54488,41283,550,4,372667,348,63,89,1565,27,41,21592,1936830,280286,14090,4541,6807,10568
fairus.org,3,MBFC-Q,712217,244282,12199,12198,711895,37273,41199,3255,3,670615,210,0,14,1004,65,0,5907,273375,80035,8921,4335,6637,2502
fairvote.org,5,MBFC,567492,377236,464410,464367,566963,3485,60832,1649,1,506110,444,2,158,4755,42,0,458530,22439165,1904023,11517,6032,9329,3063
faithit.com,4,MBFC,142845,66476,8503,8503,142624,8204,7709,274,13,134885,25,8,0,51,6,2,6645,174675,81418,3792,1895,2532,1900
faithwire.com,4,MBFC,123245,67008,21063,21063,122711,3413,6584,367,3,116127,203,1,1,106,3,0,17894,125927,15209,6132,2727,4116,458
fakehatecrimes.org,4,MBFC,376592,193466,2876,2876,376590,10586,110743,888,0,265769,2,0,0,7,0,0,2590,39478,18601,1095,841,1061,247
farleftwatch.com,4,MBFC,200012,194180,8,8,200008,14537,512,39,0,199493,4,0,0,0,0,0,4,54,27,582,473,602,5
fastcompany.com,5,MBFC,21922874,10907736,1727015,1726873,21804937,662128,2539817,48803,959,19261033,58444,40960,2561,341250,6288,456,367485,102903455,7503832,299478,68441,162029,68573
fayobserver.com,5,MBFC,1431953,395391,2637681,2637566,1381252,112660,323667,5111,6,1057573,789,49678,724,6248,89,4,701168,13471047,5593744,24465,8518,14323,40839
faz.net,5,MBFC,38025183,10854538,6152355,6151878,37980790,7325909,3487581,213965,1796,34491035,22546,1753,361,353637,18662,565,2580554,361108493,13387239,315260,30681,71041,33368
fbherald.com,5,MBFC,56870,44255,9168,9168,56510,710,33651,22,0,22859,131,25,23,193,198,0,1484,65987,12403,3130,1892,2671,244
federalnewsnetwork.com,5,MBFC,949914,788791,9,9,940025,20188,123993,884,59,815935,8238,340,8948,2283,162,293,4,0,0,25800,10141,17914,59
federaltimes.com,5,MBFC,10558029,2997667,1140890,1140880,10149328,9188855,63835,445,2,10085488,329,408020,1589,1123,62,3,1119478,104694086,11335063,9371,4841,7552,8060
fedsoc.org,4,MBFC,98923,69089,97978,97944,98433,3290,12770,240,0,85639,461,3,33,1242,11,0,63093,4084294,1114116,6918,3747,5883,3146
fee.org,4,MBFC,3877700,1964644,4611946,4610694,3869965,92962,220212,9551,1275,3649216,1843,386,30,7069,394,1068,2600003,87693384,6687415,37973,13192,24313,10542
fellowshipoftheminds.com,1,Snopes,624736,191671,8210,8210,624673,5814,16937,3386,0,607553,44,2,14,106,2,2,219,23349,8969,3713,1962,2777,715
feministcurrent.com,4,MBFC,146999,59306,10978,10978,146455,3178,19508,5621,0,126846,89,2,0,424,365,0,8811,215783,141615,4373,2314,3458,4350
feministfrequency.com,5,MBFC,291370,100937,1790,1790,289596,7996,16224,2059,0,273012,28,0,0,5456,1739,0,1193,35373,23598,4998,2849,4074,648
feministing.com,4,MBFC,1416857,923173,20706,20704,1416403,7100,20553,1356,2,1395692,225,0,0,7714,212,6,19158,736944,528771,14996,4862,7716,8644
ff.org,4,MBFC,164985,130972,8021,8021,164953,1384,7358,431,0,157595,7,0,2,138,8,3,6958,279769,137868,2493,1249,1564,1523
ff911truthandunity.org,4,MBFC,35868,21206,14,14,35867,1218,229,24,0,35638,1,0,0,0,0,0,6,117,153,212,203,227,18
fff.org,4,MBFC,1981078,757472,33214,33214,1980263,10160,125996,3065,6,1854162,36,0,1,885,209,1,20464,805907,260111,9095,4138,6079,3964
ffrf.org,4,MBFC,1088002,581786,48124,48059,1087570,30705,53577,7956,0,1033936,365,0,13,1558,59,0,41650,3997965,565970,11067,4730,7121,1647
fifthestate.org,5,MBFC,75256,36079,12034,12032,75232,2721,5361,30,0,69871,1,0,0,131,23,0,9774,224118,52806,911,727,869,290
fightforthefuture.org,5,MBFC,291383,142160,3684,3684,289842,28348,15549,605,4,274268,125,23,1,232,93,5,2703,47354,50805,10019,4833,7748,992
filmingcops.com,4,MBFC,109049,33828,10312,10310,109008,34510,2673,275,0,106335,33,1,0,8,4,0,6799,277569,127042,1112,713,859,1723
financialexpress.com,4,MBFC,24552969,12526469,1370391,1370414,24428093,3547705,1333132,9846,153,23093230,33038,47599,4811,8342947,763,20,7855,2792486,122633,212055,24620,55523,90
financialpost.com,5,MBFC,61308303,15491656,2455504,2454855,55828508,3599483,908037,51102,140107,54840226,16528,5461641,68752,17871,1245,26,1856847,82478691,48281261,76025,24949,51380,36363
firearmsnews.com,5,MBFC,964340,752470,4928,4928,963285,875223,15404,602,2,947877,579,469,0,124,6,0,2926,251392,231118,2415,1540,2050,1269
firstcoastnews.com,5,MBFC,2698610,1139453,837056,836729,2245020,51678,158386,8986,12,2086600,1255,371714,120,2617,90,1,605067,30561888,5718861,39840,10641,19330,78391
firstdraftnews.org,5,MBFC,72545,56733,541,541,71995,11339,12277,550,4,59617,462,26,33,1243,16,8,206,11419,16047,8729,4285,6443,846
firstinfreedomdaily.com,4,MBFC,42607,41603,6536,6536,42597,490,1201,19,0,41396,6,0,0,2,0,0,6330,118063,36731,580,292,358,1360
FirstPost.com,5,MBFC,24125797,17820744,10251025,10250470,24012093,3172379,5470366,39780,119,18539990,13469,58819,1045,40477,17659,564,6568033,487920894,123645503,264910,25469,56430,27076
firstthings.com,4,MBFC,16024888,4760706,143642,143636,16022332,89028,123087,10401,0,15899110,1336,28,51,25166,1142,9,97884,9943305,1465625,30028,10711,18230,10025
fitchratings.com,5,MBFC,2205982,973513,211750,211748,2202067,172540,256818,1385,72,1945036,3787,10,5434,3045,75,0,197667,6466957,2384551,39569,14921,26941,149
fitsnews.com,5,MBFC,209512,130608,68372,68369,209363,14403,29776,1912,1,179509,85,6,2,396,16,1,46195,1377499,536728,11036,4034,6291,5987
fivethirtyeight.com,5,MBFC,35817886,14482431,140851,140850,35798292,285501,605868,38042,171,35191371,3851,10904,298,85652,1285,225,78003,2632027,2345223,123297,30631,70420,13628
fl24.net,4,MBFC,16735,14378,30668,30665,16567,8719,1028,148,0,15536,0,0,0,11,0,0,30621,1319297,102310,5359,617,740,544
flagandcross.com,3,MBFC-Q,679715,241225,51078,51067,678107,53893,81029,476,1,597076,131,10,0,11,45,1,46003,1640309,778799,2383,1564,3941,4048
floridapolitics.com,5,MBFC,1156764,493201,358708,358695,1135437,49044,249433,2565,14,885964,6103,275,780,5928,192,17,302887,16170265,6743696,26553,9024,16899,18220
focusonthefamily.com,3,MBFC-Q,2891307,659450,60753,60751,2882495,196957,120013,15569,1394,2757211,2063,2182,111,136108,277,2737,43669,3225362,609101,31839,10376,18003,6228
focustaiwan.tw,5,MBFC,3477466,1428444,96046,95680,3461717,37419,230290,4186,11,3231349,14989,224,20699,12468,528,0,66580,4654611,915325,18531,9265,17727,329
followthemoney.org,5,MBFC,1463059,366089,48473,48461,1462711,7958,72062,641,0,1390387,247,0,502,1821,99,0,43915,3641677,397904,6711,3470,5353,2453
food.news,1,MBFC,250343,235041,109394,109375,250241,73444,77321,13,0,172920,96,6,0,13,0,0,55005,3416926,970933,1538,935,1706,5839
foodandwaterwatch.org,4,MBFC,638818,269067,6845,6845,637949,22467,44007,1009,0,593938,782,4,352,2501,52,2,2428,150718,34172,14453,6390,9825,551
foodbabe.com,4,MBFC,245507,106463,8581,8581,245130,49818,15658,1187,611,229433,349,11,0,197,5,3,6786,292807,137164,10059,3402,5478,3523
foodmatters.com,4,MBFC,369890,185027,5468,5468,349217,19907,16316,797,7,332658,20652,4,4,96,13,0,3785,186143,54844,12684,4115,6532,1398
foodnavigator.com,5,MBFC,261213,201558,1,1,260034,26037,60872,432,52,199147,966,145,32,2053,27,17,1,0,0,16023,8007,12610,0
fool.com,5,MBFC,39187619,12006357,18095719,18095339,38699520,938793,7111445,50814,213055,31372192,78769,314979,42186,167820,2962,8589,10496829,1507181699,73314533,205084,45955,109752,102037
forbes.com,5,MBFC,172031308,91450479,2246244,2246194,171421794,35479627,25719661,398141,43673,145645074,191319,49567,15332,15454073,347435,2193,34572,8472040,871777,1539589,162911,481718,31885
foreignaffairs.com,5,MBFC,7136918,4243907,90369,90356,7126510,2470792,335231,9868,69,6790703,9684,66,641,62906,352,62,69768,5771154,1541305,65132,23113,44944,5984
foreignpolicy.com,5,MBFC,18008781,6215908,228970,228966,17990956,492021,901179,42828,196,17088153,11280,888,4742,187033,2863,176,101896,8674129,1382769,155148,36735,81111,31976
foreignpolicyi.org,3,MBFC-Q,804009,292255,34779,34779,803550,35642,18249,3429,13,785297,172,13,222,1685,191,70,32514,2713934,32582,22889,3952,5883,9268
foreignpolicyjournal.com,4,MBFC,603875,255954,9134,9126,603608,7271,22250,1725,0,581146,57,3,8,572,54,64,4401,128700,86249,8647,3914,5831,4414
foreignpolicynews.org,4,MBFC,20229,9143,7546,7546,20200,878,2035,180,0,18165,9,0,18,111,2,0,7402,639730,199987,1414,850,1103,3998
foreverconscious.com,3,MBFC,53750,28502,3692,3692,53481,5691,5963,118,18,47487,56,0,0,19,3,3,2665,117314,56325,3826,1787,2715,209
fortnightlyreview.co.uk,5,MBFC,75090,37300,10104,10102,75042,283,5077,65,0,69965,40,0,0,345,1,0,7490,862779,262246,1168,832,1016,1514
fortune.com,5,MBFC,17542035,9168592,1965726,1965562,17216453,730674,2221134,67126,1208,14990244,17737,27898,2985,105778,274974,1806,561347,107737368,10811074,334409,67879,162000,60177
forward.com,5,MBFC,5373770,1639630,605312,605094,5364791,410555,486122,10359,27,4878512,3518,98,692,29148,4702,15,199906,11454033,2221535,44674,16135,31072,21527
fosters.com,5,MBFC,796336,225154,2268080,2268041,780394,26543,159066,2008,0,621237,328,15400,444,13119,159,1,652433,14099973,6011219,15889,6223,9789,42920
fourstateshomepage.com,5,MBFC,207241,137505,50706,50706,204753,26555,103788,280,2,100964,190,2153,63,490,67,31,46014,4968466,1570765,12225,4173,6467,3907
fox10tv.com,5,MBFC,386216,204661,83185,83184,384985,18896,90273,2353,1,294699,530,467,69,1038,175,4,16596,1497778,303795,14155,6235,11552,1741
fox11online.com,5,MBFC,340283,179753,32944,32936,332409,25832,61328,1509,2,271054,867,3366,808,15831,3343,31,12876,98914,45162,19215,6586,11386,1026
fox13memphis.com,5,MBFC,749190,377869,498009,498007,745017,108712,128930,2122,0,616074,3224,810,282,1816,111,0,74407,5242650,905533,19393,7438,13324,9839
fox16.com,5,MBFC,189746,129756,48233,48230,184514,25390,83737,808,0,100773,350,4697,58,405,36,66,45873,4432310,1817643,14104,4833,7635,4531
fox17.com,5,MBFC,360341,247714,30617,30594,352766,19840,48134,1781,10,304608,518,6400,324,4719,29,97,12945,123920,60438,21642,7564,15045,973
fox19.com,5,MBFC,2054202,627894,59370,59365,2045188,60815,843215,4938,23,1201894,474,8207,257,1856,276,18,44785,3220601,609731,29614,9283,16674,3527
fox21news.com,5,MBFC,246197,195272,37962,37910,241660,25014,152815,2207,76,88766,533,3649,46,628,61,142,34958,2895863,1169352,16348,5061,8600,5906
fox23.com,5,MBFC,519133,216181,81438,81434,518317,15071,79023,1639,7,439279,408,322,138,1079,42,0,46535,3019220,939137,17318,6707,11230,8193
fox23maine.com,5,MBFC,17274,15236,6968,6962,16273,1819,5130,50,0,11143,912,79,18,219,3,1,3193,10617,10562,2346,1231,1548,129
fox28media.com,5,MBFC,272441,207823,10120,10030,271518,28192,21135,111,0,250381,85,616,217,10667,10,8,6628,28628,17431,17677,2288,3507,336
fox29.com,5,MBFC,561263,386719,43132,43127,540528,22487,93222,2498,13,447248,6171,13457,244,2216,546,1,36108,3738983,751549,23559,9846,18015,5005
fox2now.com,5,MBFC,1822514,910338,91723,91603,1809093,65688,516893,6484,17,1292063,2289,10341,238,3680,146,135,70573,7925677,2348479,45139,12890,24827,10220
fox35orlando.com,5,MBFC,625295,388972,49195,49193,611540,26918,93100,4406,26,518358,2608,9673,17,916,659,0,41064,3931419,565744,21722,8699,16079,5749
fox40.com,5,MBFC,531553,352800,62614,62614,522969,43636,188690,3072,5,334199,1324,6914,252,3720,141,48,51372,3958184,1445667,29062,9198,16791,6312
fox42kptm.com,5,MBFC,57440,29885,6964,6960,56411,3269,8894,281,0,47494,689,222,146,452,16,62,2152,12912,6820,4758,2229,3035,167
fox43.com,5,MBFC,669635,390140,798405,798398,508239,8722,118171,1620,9,390027,462,159987,177,1572,66,5,559160,31934952,5351895,17142,7388,12629,78440
fox44news.com,5,MBFC,92587,72405,56766,56763,89860,13657,54585,112,0,35271,342,2297,22,413,6,32,53732,5794609,1755769,9389,3314,5088,3879
fox46.com,5,MBFC,197557,121408,73362,73204,185826,19028,54531,344,2,131287,1205,10367,17,479,6,10,65885,5562670,1767102,16778,5158,8963,6049
fox47.com,5,MBFC,18311,9032,2974,2972,18209,416,4531,51,1,13678,55,29,29,207,3,0,1401,18612,5603,1837,1294,1703,338
fox4beaumont.com,5,MBFC,13912,6272,3736,3727,13678,1201,8206,42,0,5472,33,180,34,25,0,0,1294,4188,3335,1158,870,1071,63
fox4kc.com,5,MBFC,1040144,659105,93553,93427,1026486,52119,368436,6838,6,657969,1430,11335,187,41124,80,172,75197,6108828,2008957,41934,11104,21267,8371
fox56.com,5,MBFC,27650,22137,5795,5790,26928,4020,8880,96,0,18047,258,431,25,1534,17,1,2618,20139,10293,4000,2079,3016,173
fox59.com,5,MBFC,1057267,612687,88905,88776,1037652,66873,288844,10598,4,748754,1043,17931,393,2632,115,69,68415,5285117,1731721,45338,11656,22851,8389
fox5sandiego.com,5,MBFC,805506,447797,80203,80123,794947,51129,249560,4339,6,545271,1552,7819,281,3542,332,435,67303,4759979,1937621,34350,10246,19053,8026
fox61.com,5,MBFC,797514,463773,779462,779455,538116,9372,68493,2027,5,469572,300,257758,392,3020,64,1,551631,29631570,5810959,14907,6920,11705,77891
fox8.com,5,MBFC,1896132,922036,112992,112991,1782719,142415,440673,9199,34,1341941,1607,102108,389,14420,198,4931,90213,7150564,2820989,56226,13768,26776,9706
fox8live.com,5,MBFC,1509204,276408,1539523,1539517,1506013,44829,98994,3334,7,1406964,1178,1158,294,47646,591,0,123853,8072223,1239154,22839,7796,13654,4044
foxbaltimore.com,5,MBFC,398862,208357,30141,30106,391957,62398,43862,1336,5,348085,359,5953,791,1748,31,82,13516,123256,58505,18347,6686,12929,768
foxbusiness.com,5,MBFC,21323452,5937985,589578,589466,21263274,2305957,1782616,51054,574,19479088,13282,21550,44751,26634,1971,87,290570,17038730,3496876,152744,38002,88016,15846
foxcarolina.com,5,MBFC,680416,242623,42788,42784,677273,14728,100796,2067,16,576424,2052,817,117,737,242,4,14258,1369689,275663,15318,7075,12086,1807
foxillinois.com,5,MBFC,33256,20685,15035,15020,32311,3272,9040,260,0,23271,53,781,127,2095,6,2,9003,73222,24510,3821,2135,3071,218
foxlexington.com,5,MBFC,60927,43183,57795,57795,58036,4879,36734,79,1,21299,99,1182,36,169,6,31,55404,4052556,1328554,6145,2481,3657,5290
foxnews.com,4,MBFC,139116616,43156100,5080642,5079808,138260472,7159454,15550864,695617,7474,122696322,78297,384316,51146,1271617,35111,3483,1718496,102656441,20482317,576613,77468,213769,52857
foxreno.com,5,MBFC,54039,24875,5069,5068,53826,3643,14485,343,0,39341,79,89,256,347,4,0,1387,8488,4673,3551,1778,2528,150
foxsanantonio.com,5,MBFC,104161,67866,17586,17571,100646,10219,22237,996,1,78407,479,2092,240,2213,23,14,8580,59454,38289,12500,5109,8487,613
fpif.org,5,MBFC,1961326,755969,25463,25463,1960308,11752,58040,1505,1,1902260,701,16,75,3952,206,5,9863,319460,179059,12993,5674,8445,7562
fpri.org,5,MBFC,727652,298904,14762,14761,726721,8178,31249,835,61,695352,689,69,82,12429,62,0,11504,713909,146761,13360,6031,9256,3866
fr.sputniknews.com,3,MBFC-Q,8907488,7433437,491983,491980,8874619,2032614,239503,41392,12,8635032,30396,18,367,1615,2377,20,259404,11163306,3234375,12184,5483,8973,9499
france24.com,5,MBFC,86595981,17382562,2724706,2724682,86317923,12007999,2553097,33943,675,83763785,223523,29309,7271,150683,6131,728,2010928,105617930,77893991,323455,40413,94076,30202
francetvinfo.fr,5,MBFC,44975610,20050446,2774357,2773408,44062248,7187840,11742639,39737,1792,32316939,729197,141174,9678,1960392,29303,677,1702309,234617041,46541926,270583,29556,68313,105680
franklinnews.org,4,MBFC,227476,117372,650,650,227108,141,77805,61,0,149303,362,0,4,51,6,0,18,968,78,748,585,723,11
frankspeech.com,3,MBFC,377092,255261,94038,94013,375739,27689,30550,3521,4,345169,250,0,0,14,7,1,89320,2845142,256843,4297,2263,3529,1987
fraserinstitute.org,4,MBFC,801728,515543,58561,58561,800811,16545,64334,2146,17,736436,891,1,303,6702,20,0,55111,2282783,373585,16863,7487,12172,1258
frc.org,3,MBFC-Q,3152192,480086,52417,52415,3080363,358129,126503,1566,15,2953832,976,1204,91,1737,1539,6,28685,3495935,402735,13923,5762,9246,5474
freakonomics.com,5,MBFC,3324522,1384578,21399,21398,3322412,65673,101823,5808,91,3220266,659,447,145,39491,507,3,9905,237437,172375,34658,12046,20792,7217
fredericksburg.com,5,MBFC,595498,488895,72796,72791,594025,9975,214643,1714,3,379354,501,417,673,9444,394,27,10638,794355,159770,21159,8564,14216,2331
freebeacon.com,4,MBFC,8662701,3179025,143777,143774,8657175,80958,333728,30464,31,8323087,2015,1268,2225,3109,1346,241,91126,6172564,483891,41620,14578,30916,13172
freedomadvocates.org,3,MBFC,123003,59494,730,730,122993,3684,1823,767,0,121170,8,1,0,9,0,0,539,2648,67,968,592,723,7
freedomainradio.com,3,MBFC,441665,199587,7115,7115,433403,967,40093,686,0,393278,171,0,0,37,8018,65,31,13911,6380,2802,1652,2111,26
freedomalliance.org,5,MBFC,258426,69771,1744,1744,258386,3902,1906,85,0,256480,12,0,172,215,25,0,1415,38336,11678,1284,827,994,116
freedomandprosperity.org,4,MBFC,319146,254074,0,0,319135,13181,2099,91,13,317023,5,0,1,82,0,0,0,0,0,1838,935,1163,0
freedomdaily.com,1,Blacklist,14402,8109,671,671,14370,1170,2135,296,0,12235,17,0,0,10,0,0,109,2476,580,993,672,828,109
freedomfirstnetwork.com,3,MBFC-Q,53793,44921,16592,16577,53367,692,4281,274,1,49068,221,0,0,3,11,0,15756,631468,118583,1668,1010,1432,2398
freedomhouse.org,5,MBFC,3480417,1237666,34780,34779,3479349,1285193,347020,3643,190,3132009,445,310,14851,23053,271,0,17263,1276372,331349,48405,17045,31871,9899
freedomnews.org.uk,5,MBFC,394631,123982,7136,7136,393174,120324,111422,320,0,281752,159,1,0,367,65,0,5870,246314,73913,2114,1510,1883,2723
freedomproject.com,3,MBFC-Q,74254,56022,2508,2508,73971,10923,1412,115,0,72557,39,241,0,6,1,0,1294,25983,34455,896,725,940,389
freedomsfinalstand.com,1,Blacklist,19784,19771,138,138,19784,34,33,8,0,19751,0,0,0,1,0,0,0,0,138,97,88,101,2
freedomworks.org,4,MBFC,1386585,544022,72944,72886,1384103,416620,103802,1333,0,1280265,934,3,39,572,72,0,56089,2229097,381612,9481,3983,6203,4472
freemanjournal.net,5,MBFC,16982,6363,27233,27227,16743,540,4833,5,0,11910,5,233,181,17,1,0,24832,370029,88676,1033,742,942,32
freemedia.at,5,MBFC,79049,73109,395,395,79022,1823,7506,47,4,71512,11,0,6,598,16,0,330,35562,12033,3216,2079,2672,277
freep.com,5,MBFC,39245383,9628689,3826276,3826101,33207025,1907554,6458471,86494,327,26746989,13309,5945038,2052,62249,1793,44,828909,15228846,7027092,117726,32396,72289,40574
freepress.org,5,MBFC,570007,231615,28539,28529,569919,6168,14799,833,0,555078,16,0,21,588,53,0,24531,762676,162395,5296,2437,3282,5855
FreeRepublic.com,4,MBFC,11786964,3953753,9978514,9978362,11785090,223614,243995,35472,12,11540192,286,2,1749,16160,1403,0,8574043,433458373,17087491,51369,15655,28691,228706
freespeech.org,4,MBFC,751584,301974,18442,18442,750521,8177,25416,429,24,725074,851,0,14,1403,97,0,12609,220630,73460,6690,3731,5067,432
freewestmedia.com,4,MBFC,174702,121123,11222,11221,174266,3065,15913,1254,0,158332,39,6,0,25,10,10,8528,373434,59439,4984,2320,3391,2036
freeworldnews.tv,1,MBFC,286280,238290,11067,11065,283648,14886,68131,7009,1,215371,1278,1259,0,1,1,0,10947,29693,46743,2394,1403,1942,352
fremonttribune.com,5,MBFC,278940,218605,69782,69779,276858,2571,187004,344,2,89853,1392,617,66,385,29,2,8253,672915,121212,7490,3952,5879,1529
fresnobee.com,5,MBFC,1387829,1018892,21676,21651,1376626,40650,274558,2907,4,1102025,2116,6332,5439,5726,77,5,8423,216592,49571,37359,12423,23837,330
friatider.se,3,MBFC,294855,219188,8,8,294507,12898,61779,3172,126,232450,120,44,0,57,57,0,8,0,0,11847,2417,3540,0
friendsofscience.org,4,MBFC,517912,282743,8053,8051,517829,868,12723,2534,0,505097,42,0,0,180,4,0,5973,233586,239289,2422,1503,1900,2127
friendsofsyria.wordpress.com,1,Blacklist,49297,28163,0,0,49297,473,677,192,0,48620,0,0,0,0,0,0,0,0,0,644,447,530,0
fromthetrenchesworldreport.com,3,MBFC,673090,293215,243422,243364,672425,4260,26305,5443,0,645965,369,19,3,91,45,12,236992,13925329,7739008,4604,2416,3533,37614
front.moveon.org,3,MBFC-Q,1707538,822526,14798,14797,1707205,20607,24807,1921,0,1682382,273,11,12,1614,38,0,13187,1177674,90811,19222,6725,10425,982
frontiersman.com,5,MBFC,79773,50538,14409,14409,79439,3394,20487,195,0,58950,35,157,17,439,113,5,7396,384727,56035,5029,2858,4040,433
frontpagelive.com,5,MBFC,235621,112389,18706,18706,235587,1898,14142,230,0,221432,6,0,2,53,2,0,8564,194708,127449,1937,752,975,3263
frontpagemag.com,3,MBFC-Q,14126589,4415090,152774,152734,14110560,261484,250727,48517,335,13858422,11936,17,7,2751,3853,19,36036,600622,762859,32234,10380,19490,10405
ft.com,5,MBFC,140687486,42811682,3310546,3302477,139722920,7323009,6406734,123968,40265,133267913,42522,58049,22296,1567201,115742,516827,1973137,231504146,7848616,556621,90199,235942,50983
fullfact.org,5,MBFC,472740,317040,15735,15735,472156,13907,65976,5371,5,405950,347,45,435,2334,140,1,10234,445612,180470,20703,8938,15573,4965
fusion.net,5,MBFC,2812724,2380392,23307,23307,2810961,15996,42057,2760,6,2768765,415,59,125,3991,266,8,141,8732,7513,21647,10441,17877,217
fwweekly.com,5,MBFC,253842,93186,103282,103260,251873,17474,39013,2003,2,212853,368,1552,117,1494,23,0,92005,4943284,440912,9979,3390,5060,10376
gadsdentimes.com,5,MBFC,238450,77004,2397019,2396933,223972,15454,72153,498,1,151806,303,14131,68,830,21,1,609187,11926753,4876153,7565,3293,4942,44257
g-a-i.org,4,MBFC,13577,9228,78,78,13521,695,1246,115,0,12275,18,6,0,30,0,22,32,644,467,1350,905,1166,23
gaia.com,3,MBFC,1414999,835624,38270,38263,1403961,576756,61416,5543,47,1339797,6827,199,287,1024,46,25,30932,1224185,461548,24944,8224,13677,1786
gainesville.com,5,MBFC,1461979,452934,2278002,2277691,1388649,69934,425263,6595,4,963331,920,72079,427,14293,200,76,640882,13806620,5492768,28301,9112,15852,43167
gallup.com,5,MBFC,4827382,3240889,47721,47718,4820744,58749,567803,27214,802,4248022,4143,311,1351,73046,554,470,40615,2108842,92195,175017,47630,109391,591
galvnews.com,5,MBFC,323082,231811,29621,29618,319547,8781,91893,714,10,227633,2622,104,307,2038,779,2,4935,405222,50962,14496,6444,10522,452
