url,label,source,backlinks,refpages,pages,valid_pages,text,image,nofollow,ugc,sponsored,dofollow,redirect,canonical,gov,edu,rss,alternate,html_pages,links_internal,links_external,refdomains,refclass_c,refips,linked_root_domains
100percentfedup.com,3,MBFC,996425,647582,18633,18630,993951,25166,43180,2812,1,950649,411,13,2,22,44,47,16863,441455,460818,6528,3093,5648,3129
1010wins.radio.com,5,MBFC,19957,15326,380,380,19486,1310,2149,91,2,17336,428,33,190,102,8,0,0,345,0,2353,1503,1926,0
1011now.com,5,MBFC,791873,289854,47166,47158,783048,22107,78018,968,3,705027,299,8340,317,1083,13,0,43514,3177145,625387,12589,5517,10170,3133
10tv.com,5,MBFC,889219,540266,771115,771111,703561,83935,163464,3580,4,540038,1476,180533,346,2687,63,0,540354,34947631,5114349,24260,9931,17445,78251
11alive.com,5,MBFC,9695418,4036329,945512,944546,8382264,105264,272574,9058,78,8109557,1535,1219074,1175,4725,156,2,687783,35898493,6314906,68384,15684,30077,79510
12minutos.com,3,MBFC,13711,11257,9516,9515,13699,10053,2137,61,0,11553,12,0,0,6,0,0,7584,362017,28771,6312,644,792,7
12news.com,5,MBFC,1086139,881459,779906,779775,454092,39697,129057,2225,18,324992,668,629547,156,1262,44,3,556483,31711900,5790589,30422,8826,16169,77556
12newsnow.com,5,MBFC,494249,396601,784528,784318,299518,38522,70388,1556,5,229117,320,193483,59,358,31,1,559406,31392922,5338220,14756,4911,7993,77531
13abc.com,5,MBFC,281588,154771,37941,37937,273028,20354,87922,1689,5,185092,198,7910,1485,4667,17,1,34901,2892911,515186,12631,5910,9754,3193
13newsnow.com,5,MBFC,2398194,996799,781341,781332,1772815,44156,219515,2666,18,1553275,2112,542068,186,20029,91,0,551934,28269905,5694182,29911,8641,15324,78352
13wham.com,5,MBFC,482033,308212,31756,31734,478807,20865,60935,1796,34,417575,838,1928,156642,6714,16,13,14823,139606,70760,18461,6712,11869,871
13wmaz.com,5,MBFC,901671,696705,772178,772024,379119,29814,125433,3475,0,253669,385,521516,388,2843,45,0,545795,26928710,5121604,21203,6657,11143,77700
14news.com,5,MBFC,208181,96154,145889,145884,207189,22458,79041,2403,1,128125,250,591,101,1327,70,0,73351,6047346,849486,13761,5330,8585,3328
19fortyfive.com,5,MBFC,722867,618783,36832,36832,720088,10058,47237,1367,393,672444,1132,95,5,749,93,7,36385,1622289,278640,9784,4593,7453,5888
19thnews.org,5,MBFC,182177,99922,8596,8593,180628,11057,21869,607,12,158713,1321,184,71,950,43,0,8156,610154,96436,11921,4787,8364,2190
21stcenturywire.com,4,MBFC,1877252,870521,57414,57414,1873700,79916,72878,6892,0,1800307,2592,4,0,105,111,33,43320,7486917,2725847,9267,4560,6746,7739
247wallst.com,5,MBFC,2433009,1136993,576791,576733,2243350,77417,624631,6569,42,1618404,5885,120664,406,5530,85,45,534113,140082075,4609509,47322,14823,27473,6654
24aktuelles.com,1,Blacklist,21844,18786,28144,28142,21841,6820,3768,229,0,18065,3,0,0,1,0,0,25052,1264043,78894,4736,486,571,6
24ur.com,5,MBFC,2330679,963410,128328,128322,2239318,152456,278138,21898,0,1961165,57667,10,80,7864,71,7,106235,4486498,1430205,15856,4492,7122,560
2ndvote.com,4,MBFC,70716,39744,6162,6160,70683,5672,3950,240,0,66728,29,0,2,61,0,0,4987,288503,44817,1596,884,1192,717
38north.org,5,MBFC,386048,220528,19614,19597,385669,62552,33808,1063,1,351849,222,114,20,3237,42,0,14737,606969,119448,8816,5027,8280,1268
4029tv.com,5,MBFC,178422,99917,23362,23361,171408,35548,57118,1131,4,114277,514,6287,71,463,195,0,16963,885440,367346,8244,4314,6659,3354
4chan.org,3,MBFC-Q,45315960,7828985,4594314,4594301,45173646,2145310,3071642,22803,4,42101270,906,4957,4,1707,19397,2756,15935,1486976,3458983,25405,11990,21425,81
5newsonline.com,5,MBFC,417908,276339,762030,762025,255200,9188,69820,1506,3,185370,753,161577,99,2265,21,1,540194,26283527,5678923,12779,6101,9858,76816
604now.com,5,MBFC,46694,33335,13809,13775,46256,11536,12951,656,0,33302,397,1,0,115,2,9,6342,358958,71220,7298,2114,3062,1948
6abc.com,5,MBFC,4663888,2334163,247606,247548,4547297,254976,407170,10452,23110,4116927,2087,8752,1601,7595,860,1150,190331,11135251,4039449,38500,15340,31372,10959
79days.news,1,MBFC,34741,26109,9826,9823,34713,4101,5997,904,0,28708,3,23,0,0,0,0,9693,26076,29810,556,515,634,93
7news.com.au,4,MBFC,3385376,2803267,39930,39925,3377534,424155,322831,4150,1008,3054554,5756,1326,108,1593,301,0,7258,572436,165661,138756,15128,37111,1808
8newsnow.com,5,MBFC,799465,585986,54543,54542,785176,64194,123454,4750,11,661686,4206,8994,222,119903,28,94,48468,5004267,1711461,51071,9732,19659,6002
911truth.org,3,MBFC,1591271,470514,12122,12121,1591163,48195,31091,1999,0,1560022,27,0,0,937,56,1,7544,582887,111793,5899,2742,3715,3298
972mag.com,5,MBFC,6875343,2230128,78127,78109,6874057,350933,70082,2838,8,6803912,745,11,27,2022,454,0,38647,1422111,444266,11648,5503,8532,3422
9news.com,5,MBFC,4975190,2864054,830448,829466,3869301,113235,1146029,11868,29,2723110,2573,1010130,309,10063,156,0,590021,31691261,5629381,76055,17287,34294,79266
9news.com.au,5,MBFC,3721306,1521346,497934,497880,3700456,373873,514231,20030,1378,3185794,3602,14974,524,22250,1076,0,329930,21178275,18132346,41852,17942,37703,7291
aa.com.tr,4,MBFC,8685996,4556993,6896057,6894197,8422884,1625989,1384006,43205,123519,7038399,14112,3259,1282877,45370,1303,356,4318252,171393191,39186517,211077,22876,50370,1695
aap.com.au,5,MBFC,516100,263757,12281,12280,508596,131520,78350,607,0,430225,2220,4245,34,540,18,0,5671,124525,39657,6940,3807,6074,2704
aapsonline.org,3,MBFC-Q,256984,111847,11189,11189,256429,21446,30879,2146,0,225493,117,90,745,860,19,37,7631,204467,81896,8723,4453,6730,2633
aawsat.com/english,4,MBFC,3497133,1522988,319243,319223,3475361,1015073,194865,6848,150,3280329,15041,2813,23985,7242,251,0,286878,12316897,1571312,66774,10819,19800,868
abc.es,5,MBFC,33228894,16303558,7886976,7886891,33146894,1950312,2297867,68213,1137,30846881,18465,35968,689,259378,2075,7817,1848794,111806913,30384435,262446,28217,65423,12885
abc.net.au,5,MBFC,84521446,44883089,5104369,5102416,84046623,27206499,6822262,188443,1250,77216902,217837,127767,34545,14178640,19792,1561,3478686,405454935,18591252,433563,69510,179710,47798
abc11.com,5,MBFC,934977,475185,166596,166557,907202,37410,258647,5570,6199,642223,1736,5608,1418,38368,594,47,121188,6989239,3125804,27394,11788,23492,9629
abc12.com,5,MBFC,502441,298797,21595,21595,497892,6643,108706,1246,4,389161,263,3262,372,1791,120,5,3689,452930,42416,13699,6252,10695,702
abc13.com,5,MBFC,3030821,1628781,514621,514578,2983916,67422,1651127,15283,9784,1321070,4328,16944,3857,5883,773,123,291296,10981578,4568051,44163,17192,36993,12545
abc17news.com,5,MBFC,318843,200621,288522,288486,313889,44036,106128,1004,2,207751,487,282,110,900,186,54,258735,18501372,2832908,12881,6078,10212,18633
abc27.com,5,MBFC,837447,459607,90182,90181,824423,46248,326755,2062,45,497464,1050,11428,153,1762,185,135,74460,8275803,2110800,30340,8639,15522,7095
abc30.com,5,MBFC,517024,319358,176364,176318,499695,38639,198321,2739,5788,295506,1704,6545,2223,3724,610,123,135901,7255683,2907245,19278,9131,16710,7775
abc3340.com,5,MBFC,936042,522117,30229,30176,856957,51861,56536,1923,3,800403,618,76144,49,19345,19,1860,14752,136325,55643,28729,7306,21481,924
abc4.com,5,MBFC,879438,565986,102165,102162,870127,65208,257939,2551,198,612086,849,7831,428,1380,173,120,95826,10022489,2922340,37225,9316,17207,9826
abc6onyourside.com,5,MBFC,294198,182252,49591,49578,269089,25684,58057,1821,18,210989,617,22949,374,4437,35,423,22324,195614,87148,21296,7061,16296,1609
abc7amarillo.com,5,MBFC,66365,43934,9442,9427,64220,8191,16200,252,0,48020,1446,570,41,272,6,5,4093,29292,17010,7276,2982,4524,347
abc7chicago.com,5,MBFC,2394598,1413359,391822,391770,2342560,78082,610439,18033,22097,1710850,3789,8142,649,7757,969,193,219265,11187108,4249919,49494,18472,39226,14321
abc7news.com,5,MBFC,1701379,821118,232946,232911,1654252,130303,481945,9015,14641,1157540,3891,17063,849,10371,495,3445,160070,11127811,3635648,48795,18774,39133,12868
abc7ny.com,5,MBFC,2122345,977485,548122,548051,2057067,101810,580167,9355,33198,1444346,6763,8780,1102,18520,300,150,321082,14687485,5400380,47990,18066,39179,11180
abcnews.com.co,1,Blacklist,13187,6911,3048,3048,13158,202,1752,189,0,11406,5,0,4,227,2,0,2986,133997,4379,1460,862,1085,10
abcnews.go.com,5,MBFC,66600869,27196958,1497056,1496945,65620504,3105627,7885818,238759,7368,57726676,119757,286961,8887,930900,112650,58428,786135,32792406,15209566,471250,81130,220368,34524
abcnews4.com,5,MBFC,253936,147363,38406,38370,250708,21145,51863,1653,16,198809,539,1977,88,12083,46,9,16822,148908,70916,20608,6805,12310,1130
abcstlouis.com,5,MBFC,36266,23845,4177,4177,11448,1052,4019,95,0,7424,20,24445,39,47,1,321,1914,10726,6249,2020,1529,6652,285
abort73.com,4,MBFC,271255,227585,1351,1351,271238,65449,6822,502,0,264412,11,0,0,25,6,0,1233,19035,4695,5247,1953,2688,25
abovethelaw.com,5,MBFC,3632176,1425737,19178,19177,3605748,62890,197016,4369,28,3408572,19336,5463,76,6561,980,402,160,21020,3048,31808,11544,21237,45
abovetopsecret.com,3,MBFC,2375507,694535,431535,431374,2279989,82201,178237,8769,59,2100541,4130,0,11,514,601,90622,289332,20591279,2874705,28166,8253,13107,67742
abqjournal.com,5,MBFC,1868081,1256370,2160884,2160771,1851816,76806,420676,4757,20,1431027,2101,12902,2734,9297,445,464,1352507,40547839,7537153,42171,14135,26656,11749
ac2news.com,5,MBFC,36695,24958,0,0,36693,488,4938,31,0,31754,0,0,0,4,2,0,0,0,0,480,237,279,0
academia.org,4,MBFC,183797,100084,31462,31462,183651,750,7782,374,0,175869,90,0,0,2311,22,16,29410,1086103,281593,2835,1671,2178,3587
accountable.us,5,MBFC,49170,21137,4113,4112,49019,485,3783,98,12,45221,148,0,2,17,1,0,1589,44795,27827,2744,1437,2087,737
aceshowbiz.com,4,MBFC,1794222,852852,7458146,7458047,1790124,386713,123758,1526,79,1666228,2972,464,7,502,483,116,5743520,431091790,49967052,114990,9215,17661,4919
aclj.org,4,MBFC,1848051,876549,12655,12655,1847619,79229,22570,1604,3,1824829,211,35,22,901,159,0,7427,233499,116390,10966,4608,6979,1514
aclu.org,4,MBFC,13051021,3449303,157964,157944,13037408,485892,561337,26832,447,12473664,3053,2756,2486,105707,851,5,97885,2666825,402030,109350,30871,66487,7223
acpeds.org,3,MBFC-Q,57245,32055,5003,5003,57161,331,6005,521,0,51097,45,3,9,307,5,0,3376,149895,21794,4559,2497,3551,1137
acsh.org,5,MBFC,1240259,468844,95512,95503,1239825,103971,55433,2283,6,1184303,287,32,79,2945,86,0,81889,6300984,1113945,17716,7322,11603,6585
acting-man.com,4,MBFC,782081,400609,25846,25846,781923,24508,9753,1047,2,772156,40,29,0,37,23,0,23447,920838,1179909,4052,1459,1935,2166
actionnews5.com,5,MBFC,369440,192797,50360,50305,360224,12259,51901,1884,57,308247,7480,622,59,6547,20,0,45873,4246275,562356,15471,6163,10587,3494
actionnewsjax.com,5,MBFC,855626,345385,83337,83333,849235,180475,142784,6039,9,706405,2585,3564,73,2401,181,0,56790,4545956,1348484,20761,8154,14611,8959
actionnewsnow.com,5,MBFC,93785,61603,1091964,1091964,92175,2394,45965,758,1,46203,1521,32,80,316,19,0,105755,14503140,2749363,7272,4055,6182,18041
activistmommy.com,3,MBFC,12659,9717,734,734,12575,2364,897,165,0,11678,11,67,0,10,0,0,685,2314,23545,2260,626,794,661
activistpost.com,3,MBFC,6522829,5459032,20,20,6500486,67063,182457,8632,7,6317270,7312,271,8,467,963,221,0,20,0,21536,7076,11573,0
acton.org,4,MBFC,2208130,947625,110989,110765,2207339,34113,32711,2362,1,2174596,485,58,14,4879,151,44,85536,6891333,804812,11748,4916,7375,8860
ad.nl,5,MBFC,14422913,6337971,5146185,5145861,12898262,6625382,1116496,36132,4783,11774229,30103,1356706,45,8186,2060,185,3414271,233102543,38279256,53139,15139,35927,22122
adaderana.lk,4,MBFC,13295750,2806058,32069,31895,13275307,81308,10283380,1447,2,2991922,2885,6075,58,642,113,0,16550,256464,19175,7484,3659,5952,30
additudemag.com,4,MBFC,1545107,496112,50502,50502,1523407,65011,116082,2534,87,1406322,1796,2517,10772,2385,165,15577,43862,1295615,286845,31250,8795,14908,3398
adelaidenow.com.au,4,MBFC,7483021,2070196,593958,593958,7421903,940255,606810,11126,20,6814951,12748,47593,1270,10974,304,0,610,739218,48415,31660,12820,23052,85
adflegal.org,3,MBFC-Q,853674,469894,22173,22172,849507,25736,20555,634,3,828921,4113,21,10,1751,9,0,11135,457239,91333,11260,4841,7794,935
adfontesmedia.com,5,MBFC,650583,64790,28998,28998,634007,25193,28693,972,0,605280,69,16446,12,8424,0,4,28295,520760,68082,4042,2328,3339,329
adl.org,5,MBFC,2319544,1096649,135035,135024,2317891,56726,249885,7401,147,2066983,1114,47,1647,17001,251,0,529,143450,3614,51627,18413,35550,67
adn.com,5,MBFC,2867504,1138021,169063,169050,2850152,80679,483672,14025,157,2366205,9554,6522,2305,12733,342,16,66619,9840182,1943563,64124,18031,36024,12065
adobochronicles.com,1,Blacklist,19389,6698,509,509,18030,123,1693,59,0,16337,1356,0,0,6,0,3,0,392,0,700,553,648,0
advocate.com,5,MBFC,2685377,1201855,143898,143888,2680051,310972,279676,7606,51,2400160,3763,1060,99,11739,349,0,100267,2615472,3897140,52839,14714,28728,16680
adweek.com,5,MBFC,16781650,5636407,3009845,3008540,16719257,4052499,5189384,38506,1328,11519333,35739,16503,576,93041,6523,1778,1889213,66827455,10061311,203310,40651,89107,50217
ae911truth.org,4,MBFC,10473263,3606926,52942,52930,10472662,184831,2875477,18099,70295,7566387,389,0,13867,1675812,57,0,18258,936672,726894,28291,8979,15725,19019
aei.org,4,MBFC,3186638,2374592,3204,3176,3181881,103483,308366,5523,32,2873161,3442,63,811,73579,218,4,1115,5144,18329,47692,18143,34558,205
aeon.co,5,MBFC,2670373,1451398,22699,22691,2664743,63913,173024,7326,49,2491113,2381,1465,1782,16426,1728,2,14919,388774,139385,39039,16290,29114,4180
afa.net,3,MBFC-Q,1896511,744875,14795,14745,1889737,349372,34747,1713,6,1854933,5505,0,70,542,1226,0,10229,455595,177425,11669,4283,6578,1029
affinitymagazine.us,4,MBFC,24991,22090,16783,16778,23154,2795,5896,445,0,17257,49,0,1,129,2,0,16336,607090,146952,4150,2032,2869,8251
afj.org,5,MBFC,120301,62832,3710,3710,120126,3062,4059,207,0,116065,85,19,40,758,11,40,2812,86623,37981,4118,2275,3167,945
afn.net,3,MBFC,681827,499832,19928,19916,662928,72856,63711,948,0,599188,18182,2,4,1127,704,4,12567,461547,199227,12332,4286,6600,1625
afp.com,5,MBFC,17015425,7776551,145602,145515,16988726,5535298,1892580,10251,74,15095883,1930,21312,508,40496,2194,9,62660,1315508,787641,72732,23505,48616,17909
afpc.org,5,MBFC,459181,268496,29542,29516,459156,233191,4842,115,0,454305,13,0,20,1800,5,0,23050,180286,111256,4725,1911,2458,7744
afr.com,5,MBFC,8339825,6547835,707764,707762,8320163,109978,1414983,30824,440,6904297,8068,8987,2921,36329,2392,2,293804,43595809,6715893,73438,24531,53924,17873
africacheck.org,5,MBFC,311678,78423,11454,11449,311159,26846,26443,1043,12,284655,441,4,524,14976,20,4,3932,42056,10101,11308,4513,7001,1314
africanarguments.org,5,MBFC,486778,304910,9823,9387,485483,15067,24878,648,2,460600,353,51,32,7881,36,846,6825,647466,106849,10307,4237,6350,6343
africanews.com,5,MBFC,3957602,2949138,132681,132666,3881356,200241,208529,2067,38,3672777,8345,65469,249,10884,262,15,102225,5200699,1414519,22671,10770,19508,2148
africanexponent.com,3,MBFC-Q,51120,46929,18431,18422,50919,1433,22522,3111,14,28372,59,112,13,512,29,0,18347,448004,104155,5858,3421,5157,5138
aftonbladet.se,4,MBFC,19308992,6252950,6664963,6664769,19279530,1575684,1399698,71157,8360,17869847,17359,1745,5516,36221,1386,1802,2895127,152652057,19541365,87236,19161,42860,74082
agdaily.com,5,MBFC,104766,75833,5042,5042,104461,8704,33552,173,4,70903,187,17,60,806,24,1,4859,291337,90915,7068,2953,4575,3041
ageofautism.com,3,MBFC,328609,144936,30995,30995,325460,1073,27951,2655,0,297507,2829,1,3,199,259,40,14953,555906,565272,5414,2898,4133,12984
agerpres.ro,5,MBFC,14584720,7570871,6074032,6073996,13185520,3988128,1293445,2733,168,11891916,9104,9721,344034,2400,49,0,5682963,330272341,18770892,32832,5231,10624,6092
agriculture.com,5,MBFC,829349,417008,635451,635255,815468,27020,85093,1763,33,730326,1525,132,577,3670,153,0,615041,4869206,1890096,18651,8775,13939,5620
agweb.com,5,MBFC,26040699,1720939,13603,13602,26039366,11021,188021,1642,7,25851303,977,285,149,3069,22,0,880,56726,37075,15063,7631,12175,520
ahtribune.com,3,Snopes,140321,104226,826,826,140267,2251,12013,654,0,128116,50,1,0,158,3,0,584,45043,7441,3027,1875,2478,803
ahvalnews.com,4,MBFC,189798,157464,23065,23065,189376,27200,31960,1077,25,157387,383,6,19,1445,26,0,14056,235933,167266,16991,4568,7308,1998
aier.org,4,MBFC,1146855,783857,27232,27232,1143491,45530,57581,4351,366,1085105,372,241,37,3017,126,139,23153,1355119,504932,19438,7779,13564,6289
aim.org,4,MBFC,2408583,1039400,72429,72427,2404646,9719,117777,2298,64,2286686,3247,69,1,998,218,138,54871,1381618,812631,12716,4581,6923,6606
aim4truth.org,1,MBFC,416140,244574,5059,5059,415533,6591,12489,1637,0,402335,30,42,0,6,2,6,4888,69117,127220,2021,1218,1769,3799
aina.org,4,MBFC,376483,259577,12280,12272,376112,6891,44378,582,0,331732,213,0,34,971,148,0,10127,182970,23813,8234,3903,5455,1482
airforcetimes.com,5,MBFC,30868037,9808012,1767638,1767622,30272042,22119,141484,4383,6,30130528,645,595044,1200,2395,76,0,1748769,248128942,90700088,17197,8084,13536,7627
airwars.org,5,MBFC,114401,65342,43384,43384,114326,586,9185,291,0,105138,16,11,38,143,17,0,41529,2838514,5314337,4336,2581,3703,2674
aish.com,4,MBFC,2966942,949331,715523,715476,2964643,187130,312579,3738,234,2651733,520,70,562,7850,989,0,172032,12849348,1559152,18430,7610,12012,2718
ajc.com,5,MBFC,85322014,8474052,1842612,1842591,84852058,451097,1401027,42795,304,83450340,182575,285533,4831,39551,1408,122,698809,46026468,8168706,158109,33810,77778,51176
al.com,5,MBFC,6762273,3318415,12380238,12379487,6733770,1127472,1391979,50142,113,5341518,8571,16894,15932,34798,565,38,2591533,192265516,44234321,178280,27424,60705,40414
alaraby.co.uk,5,MBFC,3657349,1520540,3384598,3383841,3629829,291858,256028,12077,129,3373596,2720,2240,410,32434,430,9,2342727,51034900,4859921,93443,10327,19836,5480
alaskasnewssource.com,5,MBFC,727648,281796,42818,42809,710946,22110,78213,2296,1,632712,13791,2658,118,2025,61,0,35912,3369174,507648,19508,7941,13595,3395
albawaba.com,4,MBFC,1336059,987118,6,6,1322511,333889,211763,2562,5,1110671,4415,3573,370,2288,197,134,0,0,0,122905,11478,21013,0
aldianews.com,4,MBFC,602657,139015,747573,744592,600617,34858,60630,325,27,539930,1946,40,86,4716,46,0,442937,7092480,1629110,19010,3830,6112,8221
alec.org,4,MBFC,928744,592197,56624,56618,920211,40527,163773,1669,0,756432,903,0,1109,49271,395,0,45498,1096209,111964,11772,4741,7620,2577
aleteia.org,4,MBFC,3744669,1574398,893399,889459,3733106,454996,400845,3814,35,3332154,2985,372,82,9858,5662,216,818885,13671081,3142255,51600,12740,23634,26966
algemeiner.com,5,MBFC,3578304,1545214,45207,45205,3523832,186506,111765,5236,7,3411981,942,30,43,2136,52999,5,42411,1201203,431691,20791,8253,13993,7350
aljazeera.com,4,MBFC,60502918,23682322,859244,859213,60248627,8525120,5602012,140695,1719,54641958,156230,63657,17420,905478,13745,1063,300501,13058072,10598837,402364,56880,141479,30078
allafrica.com,5,MBFC,21544600,5223052,6939658,6939508,21377949,465367,1883785,11091,234,19493821,52574,97796,3382,454102,3552,838,5586322,882105951,50474238,94812,21948,42714,25467
allenbwest.com,1,Snopes,428267,197380,2766,2764,428144,4019,8126,1456,0,420014,61,1,0,37,23,4,134,1809,96,3676,2092,2845,8
allenwestrepublic.com,1,Snopes,73345,62622,6229,6229,73310,173,1637,76,0,71673,35,0,0,0,0,0,30,372,6142,581,399,482,9
allgov.com,5,MBFC,230073,151362,79267,79250,224579,6826,25919,744,6,198607,990,0,48,671,243,0,75185,16373575,1194088,8583,4128,6306,21931
alligator.org,5,MBFC,204023,96554,198682,198661,203743,2810,57424,631,0,146314,150,41,22,4577,51,6,181115,6226885,815862,8201,4014,6100,1728
allnewspipeline.com,3,MBFC-Q,431427,199294,8048,8031,431357,5742,16518,1566,2,414831,57,2,0,9,2,0,0,5387,0,5329,2322,3806,0
almasdarnews.com,3,MBFC-Q,1157908,452265,82870,82842,1155407,21498,275556,13727,1,879039,2314,79,39,6953,31,3,45746,5076500,415826,9513,4805,7421,884
al-monitor.com,5,MBFC,4220044,1212578,197564,197562,4213891,205773,505625,17340,58,3707753,3725,1220,340,33903,1003,4,74779,4427298,1438840,39207,14085,26825,20133
alphanewsmn.com,3,MBFC-Q,36280,24935,3130,3130,36182,3480,4134,503,8,32030,45,1,11,33,6,0,865,35259,9957,4106,1784,2647,493
alreporter.com,5,MBFC,115659,82591,56,56,115004,9724,29749,344,0,85254,534,27,51,814,18,0,23,1047,112,8825,3862,6333,8
alternativenews.com,3,MBFC,107305,101154,134,133,36685,57,792,12,0,35893,16,0,0,7,0,0,133,442,15904,597,480,712,35
alternet.org,4,MBFC,14790286,6438804,282632,282597,14776760,147328,674662,43677,37,14101456,7682,737,171,17715,2900,228,122305,12659697,3377086,76694,20839,41400,35597
althealthworks.com,3,MBFC,33662,16210,104297,104288,33619,2594,4016,281,0,29599,12,0,2,16,0,0,100381,2527679,1169355,2680,1291,1712,2077
altleft.news,1,MBFC,115903,58045,24791,24744,115903,68033,110753,0,0,5150,0,0,0,0,0,0,16709,1226074,354371,229,224,350,2723
altnews.in,5,MBFC,76873,45386,24978,24974,76147,8983,17591,477,7,58542,544,23,1,319,13,0,22985,711455,529329,4748,2669,4235,2685
altnewsmedia.net,4,MBFC,39551,34174,2203,2202,39502,1983,2800,349,0,36700,0,0,2,0,0,0,1999,55931,19477,453,344,397,460
altoday.com,5,MBFC,109369,66561,146419,146413,109237,4164,4559,35,0,104678,92,3,72,149,10,0,136679,2842739,853453,2766,1364,1887,5011
amac.us,4,MBFC,495315,187695,90746,90741,491691,36998,158006,919,2,333448,297,1522,1053,113,29,0,79738,4125210,1218928,7551,2878,4529,5257
amarillo.com,5,MBFC,829987,240102,759182,759166,828406,33296,200763,3401,3,627636,409,1057,367,4311,88,0,235371,3928302,1569752,15651,5509,8736,18867
america.cgtn.com,3,MBFC-Q,126570,85993,11760,11759,125599,4538,12154,282,1,113443,592,10,42,5461,18,0,10519,726837,109557,7027,3470,4969,1966
americablog.com,5,MBFC,4505489,1689072,60080,60050,4503127,7571,46882,2593,2,4456225,1336,54,4,1144,732,222,43260,1746739,1389948,13895,4009,6005,7390
americafirstpolicy.com,4,MBFC,21253,19925,3588,3588,20845,307,1564,27,0,19280,403,0,8,8,5,0,2414,133357,32977,1666,1054,1362,971
americamagazine.org,5,MBFC,1522275,639398,71557,71555,1513707,65140,192845,2851,51,1320710,3060,4756,578,18799,681,9,53559,3712582,467953,37456,11154,20476,8557
americanactionforum.org,5,MBFC,189860,139485,15355,15355,189646,9867,61625,667,8,128005,170,19,372,1123,14,0,7029,256879,107404,10740,4654,7668,2670
americanactionnews.com,3,MBFC-Q,43540,18626,28605,28603,42953,3234,6069,754,0,36883,38,0,0,10,0,0,24941,1075085,224328,1694,880,1123,2109
americanaffairsjournal.org,5,MBFC,60129,50112,3088,3075,59952,1111,8831,571,3,51079,41,24,27,510,76,5,3004,25727,15800,5353,3019,4299,1357
americanbridgepac.org,4,MBFC,17418,10812,8050,8050,17309,184,1350,62,1,15959,74,0,5,44,1,0,7539,214851,193326,2216,1290,1705,1415
americanconsequences.com,4,MBFC,112031,93905,4270,4270,109853,1016,3246,157,0,106575,2143,0,2,28,0,0,1880,59322,38246,2228,1183,1656,640
americanconservativemovement.com,3,MBFC-Q,31107,27713,4153,4153,30978,520,1668,247,0,29310,14,0,0,3,12,0,4133,87004,64156,860,596,773,1754
americanexperiment.org,4,MBFC,205328,154257,8860,8860,205279,1073,7476,451,4,197771,18,0,14,201,1,0,7075,221683,71954,3827,2102,3011,2120
americanfirearms.org,5,MBFC,44796,38414,81380,81077,44722,17900,18499,900,6,26223,67,0,1,49,0,0,72956,8761470,504487,2826,1455,2068,891
americanfreepress.net,3,MBFC,1517637,583881,22578,22575,1516538,17268,26735,3902,0,1489573,223,5,3,220,772,2,15365,804820,149987,9166,3597,5200,4384
americangulag.org,3,MBFC-Q,314247,279868,2753,2753,314111,69767,1790,124,0,312321,6,0,0,2,1,122,2728,103247,16199,953,588,736,542
americanheritage.com,5,MBFC,634444,292870,34010,34002,634338,3727,158052,1170,1,476254,42,4,148,5305,59,0,25168,2999162,180592,11928,5605,8779,2643
americanimmigrationcouncil.org,5,MBFC,252912,146779,16402,16402,247345,20138,17370,435,3,229964,280,109,335,1992,0,0,13828,279613,64689,12518,5553,9385,551
americanindependent.com,5,MBFC,963970,391413,29895,29895,951179,13635,24701,1009,0,926434,12607,93,69,344,23,66,27018,1169914,542103,11620,3620,5496,6042
americanlookout.com,3,MBFC-Q,312617,231724,8167,8167,310376,2909,14249,521,0,296125,119,1453,0,22,17,38,6427,156533,101774,3721,1797,2731,926
americanmilitarynews.com,5,MBFC,252533,169598,38738,38736,249837,19207,48177,4122,1,201565,1190,217,8,216,110,43,37671,1300609,257515,12589,5337,8846,4452
americanmind.org,4,MBFC,298437,226972,7801,7799,298098,8105,14515,1351,3,283410,63,1,9,240,68,0,7087,342645,81187,5653,3155,4875,2165
americanoversight.org,5,MBFC,63103,40422,30055,30055,62974,1330,6272,276,0,56640,96,2,17,79,4,2,29398,1488831,225468,4696,2363,3565,993
americanpatriotdaily.com,3,MBFC-Q,254373,43819,17138,17138,241718,12026,3203,93,0,238515,36,3928,0,5,2,8375,16672,541084,120566,1826,562,712,402
americanpolicy.org,3,MBFC,206336,106910,2575,2575,206231,16492,4666,363,0,201511,61,0,0,83,21,0,2042,57101,13123,2173,1288,1717,510
americanpressinstitute.org,5,MBFC,196292,142114,1400,1400,195862,2052,13395,369,14,182431,360,1,33,1935,32,0,4,629,37,8312,4219,6294,11
americanprinciplesproject.org,3,MBFC-Q,209206,102364,1278,1278,209154,330,2708,143,1,206444,49,0,1,73,1,0,918,30333,4655,1962,1239,1699,140
americanprogress.org,4,MBFC,4700203,2009379,49304,49297,4681423,72485,352234,6257,251,4328672,1928,1853,3067,22253,820,3129,9532,968323,151456,77649,22500,46460,7714
americanpublicmedia.org,5,MBFC,13990047,9580595,1306,1306,13988060,5842483,5128134,575,1,8859551,1215,314,8,3591,60,372,596,8114,7420,4510,4254,19963,282
americanpurpose.com,5,MBFC,77515,45504,1374,1374,77262,859,3886,222,0,73369,92,4,15,626,157,0,1050,29140,8174,2682,1683,2260,755
americansforprosperity.org,4,MBFC,927331,517363,7898,7897,848228,41789,86212,424,5,762005,78502,2,89,390,16,375,4265,103488,36399,7943,3358,5084,1495
